SCF ID,Core VCF Category,Core VCF Category Description,Correlated Baseline Technical Controls,DORA RTS on ICT Risk Management Reference
HRS-12,Not currently mapped,Capabilities may exist but are not currently mapped.,,
HRS-12.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
HRS-13,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
HRS-13.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
HRS-13.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
HRS-13.3,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
HRS-13.4,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
HRS-14,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
HRS-14.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
HRS-15,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
IAC-01,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,"Article 11(2)(a)
Article 20(1)
Article 21"
IAC-01.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,Article 20 Paragraph 1
IAC-01.2,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-01.3,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
IAC-02,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-02.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-02.2,Cryptography and Encryption,"VMware Cloud Foundation (VCF) supports modern cryptographic standards, like TLS 1.2 and TLS 1.3, as well as formal validation of cryptographic libraries via FIPS 140-2 and 140-3. Data-in-transit/network communications for system management are encrypted by default using these standardized cipher suites.

Data-in-transit protections which employ TLS have customizable PKI keypair and certificate options, ranging from fully automated within the platform, semi-automated using certificates and certificate authority roots issued from enterprise PKI infrastructure, or fully custom certificates installed manually. Automated certificate issuance is supported with Microsoft Active Directory Certificate Services.

Data-at-rest can be encrypted using vSAN Data-at-Rest encryption or VM Encryption on non-vSAN storage. Encryption keys for data-at-rest encryption can be stored within VCF or externally in a third-party KMS. Use of VM Encryption also encryptions data-in-transit for those VMs on the storage fabric. For vSAN there is a separate configurable data-in-transit encryption setting which can be enabled.

Data-in-use protections are supported via Intel SGX and AMD SEV-ES.

Note that data-at-rest protections do not extend to ESX boot volumes, where log and system configuration data may reside. Use of self-encrypting drives and/or other data destruction techniques may be a compensating control.",,
IAC-02.3,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-02.4,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-03,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-03.1,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-03.2,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-03.3,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-03.4,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-03.5,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-04,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",esxi-8.iscsi-mutual-chap; vsan-8.iscsi-mutual-chap,Article 20(1)
IAC-04.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-04.2,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-05,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-05.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-05.2,Operational Security and Privacy,"Nearly every feature and capability of VMware Cloud Foundation (VCF) aligns to one or more pillars of the CIA Triad: confidentiality, integrity, and availability, allowing for granular operationalization of security and privacy policies at every level of the stack. This includes implementations of concepts such as separation of duties and least privilege, using tools like Identity Federation and Role-Based Access Control, VMware vDefend network security, VMware Aria Automation for governance, VMware Aria Operations suite (Operations, Operations for Logs, Operations for Networks) for continuous system and security event monitoring, and VMware Live Site Recovery for disaster recovery/business continuity.",,
IAC-06,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",esxi-8.ssh-host-based-auth; esxi-8.ssh-rhosts,Article 21(f)(ii)
IAC-06.1,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",esxi-8.ssh-host-based-auth; esxi-8.ssh-rhosts,
IAC-06.2,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",esxi-8.ssh-host-based-auth; esxi-8.ssh-rhosts,
IAC-06.3,Not Supported,Activity contains an aspect that is not supported directly on the platform. Compensating controls may exist to handle this case.,esxi-8.ssh-host-based-auth; esxi-8.ssh-rhosts,
IAC-06.4,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",esxi-8.ssh-host-based-auth; esxi-8.ssh-rhosts,
IAC-07,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 20(2)(a)
Article 20(2)(b)
Article 21(b)
Article 21(e)"
IAC-07.1,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,Aritcle 21(e)(iiiI)
IAC-07.2,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 20(2)(b)
Article 21(e)(iii)"
IAC-08,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-09,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-09.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 20(1)
Article 20(2)(a)
Article 21(c)"
IAC-09.2,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-09.3,Not currently mapped,Capabilities may exist but are not currently mapped.,,Article 20 Paragraph 2
IAC-09.4,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-09.5,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,"Article 20(2)(a)
Article 21(c)
Article 21 Paragraph 2"
IAC-09.6,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-10,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",esxi-8.account-password-history; esxi-8.account-password-max-days; esxi-8.account-password-policies; esxi-8.ssh-host-based-auth; esxi-8.ssh-rhosts; vcenter-8.administration-sso-password-policy; vcenter-8.vami-administration-password-expiration; vcenter-8.vpxuser-rotation,
IAC-10.1,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-10.2,Cryptography and Encryption,"VMware Cloud Foundation (VCF) supports modern cryptographic standards, like TLS 1.2 and TLS 1.3, as well as formal validation of cryptographic libraries via FIPS 140-2 and 140-3. Data-in-transit/network communications for system management are encrypted by default using these standardized cipher suites.

Data-in-transit protections which employ TLS have customizable PKI keypair and certificate options, ranging from fully automated within the platform, semi-automated using certificates and certificate authority roots issued from enterprise PKI infrastructure, or fully custom certificates installed manually. Automated certificate issuance is supported with Microsoft Active Directory Certificate Services.

Data-at-rest can be encrypted using vSAN Data-at-Rest encryption or VM Encryption on non-vSAN storage. Encryption keys for data-at-rest encryption can be stored within VCF or externally in a third-party KMS. Use of VM Encryption also encryptions data-in-transit for those VMs on the storage fabric. For vSAN there is a separate configurable data-in-transit encryption setting which can be enabled.

Data-in-use protections are supported via Intel SGX and AMD SEV-ES.

Note that data-at-rest protections do not extend to ESX boot volumes, where log and system configuration data may reside. Use of self-encrypting drives and/or other data destruction techniques may be a compensating control.",,
IAC-10.3,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-10.4,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-10.5,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-10.6,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-10.7,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-10.8,Secure Configuration Baselines,VMware Cloud Foundation (VCF) security configurations are documented in the VMware Security Configuration Guide. Broadcom also provides US Defense Information Systems Agency (DISA) Security Technical Implementation Guides (STIGs) and STIG Readiness Guides and collaborates with the Center for Internet Security (CIS) to maintain a subset of security baselines.,esxi-8.account-password-history; esxi-8.account-password-max-days; esxi-8.account-password-policies; vcenter-8.administration-sso-password-policy; vcenter-8.vami-administration-password-expiration; vcenter-8.vpxuser-rotation,
IAC-10.9,Not currently mapped,Capabilities may exist but are not currently mapped.,,Article 8(2)(v)
IAC-10.10,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-10.11,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-10.12,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-11,Input Validation and Confidentiality,"Input into VMware Cloud Foundation (VCF) GUI interfaces is validated, escaped, and obscured according to industry-standard practices for input.",,
IAC-12,Cryptography and Encryption,"VMware Cloud Foundation (VCF) supports modern cryptographic standards, like TLS 1.2 and TLS 1.3, as well as formal validation of cryptographic libraries via FIPS 140-2 and 140-3. Data-in-transit/network communications for system management are encrypted by default using these standardized cipher suites.

Data-in-transit protections which employ TLS have customizable PKI keypair and certificate options, ranging from fully automated within the platform, semi-automated using certificates and certificate authority roots issued from enterprise PKI infrastructure, or fully custom certificates installed manually. Automated certificate issuance is supported with Microsoft Active Directory Certificate Services.

Data-at-rest can be encrypted using vSAN Data-at-Rest encryption or VM Encryption on non-vSAN storage. Encryption keys for data-at-rest encryption can be stored within VCF or externally in a third-party KMS. Use of VM Encryption also encryptions data-in-transit for those VMs on the storage fabric. For vSAN there is a separate configurable data-in-transit encryption setting which can be enabled.

Data-in-use protections are supported via Intel SGX and AMD SEV-ES.

Note that data-at-rest protections do not extend to ESX boot volumes, where log and system configuration data may reside. Use of self-encrypting drives and/or other data destruction techniques may be a compensating control.",,
IAC-12.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-13,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-13.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-13.2,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-13.3,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-14,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-15,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",esxi-8.timekeeping-services; esxi-8.timekeeping-sources; vcenter-8.vami-time,Article 20(2)(b)
IAC-15.1,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-15.2,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-15.3,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-15.4,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-15.5,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,Article 21(c)
IAC-15.6,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-15.7,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 21(e)(i)
Article 21(e)(iv)"
IAC-15.8,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-15.9,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-16,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-16.1,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-16.2,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-17,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 21(e)(i)
Article 21(e)(iv)"
IAC-18,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-19,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-20,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",esxi-8.timekeeping-services; esxi-8.timekeeping-sources; vcenter-8.vami-time,
IAC-20.1,Operational Security and Privacy,"Nearly every feature and capability of VMware Cloud Foundation (VCF) aligns to one or more pillars of the CIA Triad: confidentiality, integrity, and availability, allowing for granular operationalization of security and privacy policies at every level of the stack. This includes implementations of concepts such as separation of duties and least privilege, using tools like Identity Federation and Role-Based Access Control, VMware vDefend network security, VMware Aria Automation for governance, VMware Aria Operations suite (Operations, Operations for Logs, Operations for Networks) for continuous system and security event monitoring, and VMware Live Site Recovery for disaster recovery/business continuity.",,
IAC-20.2,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
IAC-20.3,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-20.4,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-20.5,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-20.6,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-20.7,Not currently mapped,Capabilities may exist but are not currently mapped.,,
IAC-21,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",esxi-8.account-dcui; esxi-8.account-vpxuser; esxi-8.ad-auth-proxy; esxi-8.firewall-incoming-default; esxi-8.firewall-restrict-access; esxi-8.hw-virtual-nic; esxi-8.key-persistence; esxi-8.lockdown-dcui-access; esxi-8.lockdown-exception-users; esxi-8.memeagerzero; esxi-8.network-dvfilter; esxi-8.network-reject-forged-transmit-standardswitch; esxi-8.network-reject-mac-changes-standardswitch; esxi-8.network-reject-promiscuous-mode-standardswitch; esxi-8.network-vgt; esxi-8.transparent-page-sharing; guest-8.tools-add-feature; guest-8.tools-allow-transforms; guest-8.tools-deactivate-appinfo; guest-8.tools-deactivate-containerinfo; guest-8.tools-deactivate-guestoperations; guest-8.tools-deactivate-gueststoreupgrade; guest-8.tools-deactivate-servicediscovery; guest-8.tools-enable-logging; guest-8.tools-globalconf; guest-8.tools-prevent-recustomization; guest-8.tools-remove-feature; guest-8.tools-upgrade; vcenter-8.administration-sso-groups; vcenter-8.network-mac-learning; vcenter-8.network-reject-forged-transmit-dvportgroup; vcenter-8.network-reject-mac-changes-dvportgroup; vcenter-8.network-reject-promiscuous-mode-dvportgroup; vcenter-8.network-reset-port; vcenter-8.network-restrict-discovery-protocol; vcenter-8.network-restrict-netflow-usage; vcenter-8.network-restrict-port-level-overrides; vcenter-8.network-restrict-port-mirroring; vcenter-8.network-vgt; vcenter-8.vami-firewall-restrict-access; vm-8.deactivate-console-copy; vm-8.deactivate-console-paste; vm-8.deactivate-non-essential-3d-features; vm-8.dvfilter; vm-8.efi-boot-types; vm-8.isolation-device-connectable-deactivate; vm-8.isolation-tools-dnd-deactivate; vm-8.limit-console-connections; vm-8.pci-passthrough; vm-8.remove-unnecessary-devices; vm-8.restrict-host-info; vm-8.transparentpagesharing-inter-vm-enabled; vsan-8.file-services-access-control-nfs,Article 21(a)
IAC-21.1,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
IAC-21.2,Not Supported,Activity contains an aspect that is not supported directly on the platform. Compensating controls may exist to handle this case.,,
