SCG ID,"Secure Controls
Framework ID",DISA STIG ID,PCI DSS 4.0.1 ID,"Component
Name",Component Version,Feature/Function,Description/Title,Discussion,Potential Functional Impact if Default Value is Changed,"Implementation
Priority",Configuration Parameter,Installation Default Value,Baseline Suggested Value,Is the Default?,Action Needed,Setting Location,PowerCLI Command Assessment,PowerCLI Command Remediation
nsx-9.dhcp-disable,CFG-03,VCFN-9X-000027,2.2.4,NSX,9.0.0,Tier-0,NSX must not enable DHCP unless it is required.,"A compromised router introduces risk to the entire network infrastructure, as well as data resources that are accessible via the network. The perimeter defense has no oversight or control of attacks by malicious users within the network. Preventing network breaches from within is dependent on implementing a comprehensive defense-in-depth strategy, including securing each device connected to the network. This is accomplished by following and implementing all security guidance applicable for each node type. A fundamental step in securing each router is to enable only the capabilities required for operation.",None.,P0,N/A,Disabled,Disabled,YES,Audit,"Networking, Connectivity,
Tier-0 Gateways",N/A,N/A
nsx-9.inactive-interfaces,CFG-03,VCFN-9X-000016,2.2.4,NSX,9.0.0,Tier-0,NSX must remove all inactive interfaces.,"An inactive interface is rarely monitored or controlled and may expose a network to an undetected attack on that interface. Unauthorized personnel with access to the communication facility could gain access to a router by connecting to a configured interface that is not in use.

If an interface is no longer used, the configuration must be deleted and the interface disabled. For sub-interfaces, delete sub-interfaces that are on inactive interfaces and delete sub-interfaces that are themselves inactive. If the sub-interface is no longer necessary for authorized communications, it must be deleted.",None.,P0,N/A,Site-Specific,Disabled,NO,Modify,"Networking, Connectivity,
Tier-0 Gateways",N/A,N/A
nsx-9.login-message,SEA-18,VCFN-9X-000013,2.2.6,NSX,9.0.0,Base,The component must display a message prior to user login.,"While not a direct security control, a login message or banner is  used to inform authorized users of their responsibilities and conditions for system use, as well as to enable disciplinary action and/or prosecution of unauthorized behavior.",None.,P1,N/A,Undefined,"Consult your organization's legal advisors for text that is applicable to your environment.

An example is: ""Authorized users only. Actual or attempted unauthorized use of this system is prohibited and may result in criminal, civil, security, or administrative proceedings and/or penalties. Use of this information system indicates consent to monitoring and recording, without notice or permission. Users have no expectation of privacy in any use of this system. Any information stored on, or transiting this system, or obtained by monitoring and/or recording, may be disclosed to law enforcement and/or used in accordance with Federal law, State statute, and organization policy. If you are not an authorized user of this system, exit the system at this time.""",NO,Modify,N/A,N/A,N/A
nsx-9.log-level,MON-03,VCFN-9X-000007,"10.2.1
10.3.3",NSX,9.0.0,Base,The VMware Cloud Foundation NSX Manager must configure logging levels  to ensure audit records are generated.,It is important to ensure that sufficient information is present in audit logs for diagnostics and forensics purposes.,Additional storage space consumed by logs.,P0,"From an NSX Manager shell, run the following NSX CLI commands:

> set service async_replicator logging-level info
> set service auth logging-level info
> set service http logging-level info
> set service manager logging-level info
> set service telemetry logging-level info",error,info,NO,Modify,NSX Manager Shell,N/A,N/A
nsx-9.multicast-disable,CFG-03,VCFN-9X-000013,2.2.4,NSX,9.0.0,Base,NSX must disable Protocol Independent Multicast where multicast is not required.,"If multicast traffic is forwarded beyond the intended boundary, it is possible that it can be intercepted by unauthorized or unintended personnel. Limiting where, within the network, a given multicast group's data is permitted to flow is an important first step in improving multicast security. 

A scope zone is an instance of a connected region of a given scope. Zones of the same scope cannot overlap while zones of a smaller scope will fit completely within a zone of a larger scope. For example, Admin-local scope is smaller than Site-local scope, so the administratively configured boundary fits within the bounds of a site. According to RFC 4007 IPv6 Scoped Address Architecture (section 5), scope zones are also required to be ""convex from a routing perspective""; that is, packets routed within a zone must not pass through any links that are outside of the zone. This requirement forces each zone to be one contiguous island rather than a series of separate islands. ",None.,"P0
Upon Feature Enablement",N/A,Enabled,Disabled,NO,Modify,"Networking, Connectivity,
Tier-0 Gateways",N/A,N/A
nsx-9.ospf-encryption,"CRY-03
CRY-06",VCFN-9X-000029,"2.2.7
4.2.1
8.3.2",NSX,9.0.0,Tier-0,NSX must enable OSPF encryption.,"A rogue router could send a fictitious routing update to convince a site's perimeter router to send traffic to an incorrect or even a rogue destination. This diverted traffic could be analyzed to learn confidential information about the site's network or used to disrupt the network's ability to communicate with other networks. This is known as a ""traffic attraction attack"" and is prevented by configuring neighbor router authentication for routing updates. However, using clear-text authentication provides little benefit since an attacker can intercept traffic and view the authentication key. This would allow the attacker to use the authentication key in an attack.

This requirement applies to all IPv4 and IPv6 protocols that are used to exchange routing or packet forwarding information; this includes all Interior Gateway Protocols (such as OSPF, EIGRP, and IS-IS) and Exterior Gateway Protocols (such as BGP), MPLS-related protocols (such as LDP), and multicast-related protocols.",None.,"P0
Upon Feature Enablement",N/A,Undefined,"Authentication: MD5
Key ID: Configured
Password: Configured
",NO,Modify,"Networking, Connectivity,
Tier-0 Gateways",N/A,N/A
nsx-9.password-complexity,IAC-10.1,"VCFN-9X-000038
VCFN-9X-000039
VCFN-9X-000040
VCFN-9X-000041
VCFN-9X-000042
VCFN-9X-000043","8.3.1
8.3.6",NSX,9.0.0,Base,The VMware Cloud Foundation NSX Manager must enforce minimum password standards.,"Password complexity, or strength, is a measure of the effectiveness of a password in resisting attempts at guessing and brute-force attacks. Password length is one factor of several that helps to determine strength and how long it takes to crack a password.

The shorter the password, the lower the number of possible combinations that must be tested before the password is compromised. Use of more characters in a password helps to increase exponentially the time and/or resources required to compromise the password.",None.,P0,N/A,Not Configured,"From an NSX Manager shell, run the following NSX CLI command:

> set password-complexity minimum-password-length 15
> set password-complexity upper-chars -1
> set password-complexity lower-chars -1
> set password-complexity digits -1
> set password-complexity special-chars -1
> set password-complexity max-repeats 8",NO,Modify,NSX Manager Shell,N/A,N/A
nsx-9.reverse-path-forwarding,NET-04,VCFN-9X-000051,1.4.3,NSX,9.0.0,Tier-0,NSX must disallow outbound packets that contain an illegitimate address.,"A compromised host in an enclave can be used by a malicious platform to launch cyber attacks on third parties. This is a common practice in ""botnets"", which are a collection of compromised computers using malware to attack other computers or networks. DDoS attacks frequently leverage IP source address spoofing to send packets to multiple hosts that in turn will then send return traffic to the hosts with the IP addresses that were forged. This can generate significant amounts of traffic. Therefore, protection measures to counteract IP source address spoofing must be taken. When uRPF is enabled in strict mode, the packet must be received on the interface that the device would use to forward the return packet; thereby mitigating IP source address spoofing.",None.,"P0
Upon Feature Enablement",N/A,Not Configured,Strict,NO,Modify,"Networking, Connectivity,
Tier-0 Gateways",N/A,N/A
nsx-9.service-resilience,"BCD-11.7
BCD-12.2
BCD-10",N/A,2.2.6,NSX,9.0.0,Base,"When configured with multiple nodes, DRS anti-affinity rules must be configured for this service.","When multiple service nodes/appliances are configured for a service to enable high availability and/or service redundancy it is beneficial to configure DRS anti-affinity rules to separate those nodes/appliances on different ESX hosts, protecting against a variety of failures.

It is recommended to use DRS anti-affinity ""should"" rules (versus ""must"") to allow DRS and Lifecycle Manager to move virtual machines as necessary during patching or HA events.",None.,"P0
Upon Feature Enablement",N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
nsx-9.snmp,CFG-03,VCFN-0X-000113,"2.2.4
2.2.5",NSX,9.0.0,Base,The component must disable SNMP version 1 and 2.,Services which are not in use and are not essential for operations should be deactivated.,None.,P0,N/A,Not Configured,"From the NSX Manager web interface, go to the System >> Configuration >> Fabric >> Profiles >> Node Profiles.

Click on ""All NSX Nodes"" and delete and v2c Polling or Trap configurations.",NO,Modify,NSX Manager Shell,N/A,N/A
nsx-9.ssh,CFG-03,VCFN-9X-000086,2.2.4,NSX,9.0.0,Base,The component must deactivate SSH.,Services which are not in use and are not essential for operations should be deactivated.,None.,P0,N/A,Not Configured,"From an NSX Manager shell, run the following NSX CLI commands:

> stop service ssh
> clear service ssh start-on-boot
> clear ssh root-login",NO,Modify,NSX Manager Shell,N/A,N/A
nsx-9.time,"MON-07.1
SEA-20",VCFN-9X-000111,"10.6.1
10.6.2",NSX,9.0.0,Base,The component must synchronize its clock with organizational reference sources.,"Cryptography, audit logging, cluster operations, and incident response/forensics require synchronized time across environments. The recommended practice for NTP is to have at least four sources. It is not advisable to have only two sources; one source is preferable to having two (Segal's Law: a person with one watch always knows what time it is, a person with two is never sure).

Configure all components to use the global standard time zone, UTC.

NTP uses UDP to communicate, which, if allowed generically, can open a path for attackers to exfiltrate data during a breach. Ensure that perimeter firewall rules allowing communication to NTP servers are specific. ",None.,P0,"To configure a profile to apply NTP servers to all NSX Manager nodes, do the following:

From the NSX Manager web interface, go to System >> Configuration >> Fabric >> Profiles >> Node Profiles.

Click ""All NSX Nodes"" and then click ""Edit"".

Under NTP servers, remove any unknown or nonauthoritative NTP servers, enter authoritative NTP servers, and then click ""Save"".

or

From an NSX Manager shell, run the following commands:

> del ntp-server <server-ip or server-name>
> set ntp-server <server-ip or server-name>",Undefined,Site-Specific,NO,Modify,N/A,N/A,N/A
nsx-9.tls-ciphers,"CRY-03
CRY-01","VCFN-9X-000037
VCFN-9X-000075","2.2.7
4.2.1
8.3.2",NSX,9.0.0,Base,"The component must maintain confidentiality and integrity of transmissions by ensuring the use of approved, modern, replay-resistent ciphers.",Data-in-transit encryption is essential for network communications.,"Changes to cipher suites impact connectivity with other components and external systems, and may require a restart of the component to implement.",P2,"Capture the output from the check GET command and update the TLS 1.1 protocol to false.

Run the following API call using curl or another REST API client:

PUT https://<nsx-mgr>/api/v1/cluster/api-service

Example request body:

{
    ""session_timeout"": 900,
    ""connection_timeout"": 30,
    ""protocol_versions"": [
        {
            ""name"": ""TLSv1.1"",
            ""enabled"": false
        },
        {
            ""name"": ""TLSv1.2"",
            ""enabled"": true
        },
        {
            ""name"": ""TLSv1.3"",
            ""enabled"": true
        }
    ],
    ""cipher_suites"": [
        {
            ""name"": ""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA"",
            ""enabled"": false
        },
        {
            ""name"": ""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256"",
            ""enabled"": false
        },
        {
            ""name"": ""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256"",
            ""enabled"": true
        },
        {
            ""name"": ""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA"",
            ""enabled"": false
        },
        {
            ""name"": ""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384"",
            ""enabled"": false
        },
        {
            ""name"": ""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384"",
            ""enabled"": true
        },
        {
            ""name"": ""TLS_RSA_WITH_AES_128_CBC_SHA"",
            ""enabled"": false
        },
        {
            ""name"": ""TLS_RSA_WITH_AES_128_CBC_SHA256"",
            ""enabled"": false
        },
        {
            ""name"": ""TLS_RSA_WITH_AES_128_GCM_SHA256"",
            ""enabled"": true
        },
        {
            ""name"": ""TLS_RSA_WITH_AES_256_CBC_SHA"",
            ""enabled"": false
        },
        {
            ""name"": ""TLS_RSA_WITH_AES_256_CBC_SHA256"",
            ""enabled"": false
        },
        {
            ""name"": ""TLS_RSA_WITH_AES_256_GCM_SHA384"",
            ""enabled"": true
        },
        {
            ""name"": ""TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384"",
            ""enabled"": true
        },
        {
            ""name"": ""TLS_AES_128_GCM_SHA256"",
            ""enabled"": true
        },
        {
            ""name"": ""TLS_AES_256_GCM_SHA384"",
            ""enabled"": true
        },
        {
            ""name"": ""TLS_CHACHA20_POLY1305_SHA256"",
            ""enabled"": false
        }
    ],
    ""redirect_host"": """",
    ""client_api_rate_limit"": 100,
    ""global_api_concurrency_limit"": 199,
    ""client_api_concurrency_limit"": 40,
    ""basic_authentication_enabled"": true,
    ""cookie_based_authentication_enabled"": true,
    ""resource_type"": ""ApiServiceConfig"",
    ""id"": ""reverse_proxy_config"",
    ""display_name"": ""reverse_proxy_config"",
    ""_system_owned"": false,
    ""_protection"": ""NOT_PROTECTED"",
    ""_create_time"": 1733862743672,
    ""_create_user"": ""system"",
    ""_last_modified_time"": 1733948476863,
    ""_last_modified_user"": ""admin"",
    ""_revision"": 1
}

Note: Changes are applied to all nodes in the cluster. The API service on each node will restart after it is updated using this API. There may be a delay of up to a minute or so between the time this API call completes and when the new configuration goes into effect.",Enabled,Enabled,YES,Audit,NSX Manager Shell,N/A,N/A
operations-9.account-lockout,"IAC-22
IAC-10",VCFA-9X-000348,8.3.4,Operations,9.0.0,Base,VCF Operations must enforce the limit of five consecutive invalid logon attempts by a user during a 15 minute time period.,"By limiting the number of failed login attempts, the risk of unauthorized system access via user password guessing, otherwise known as brute forcing, is reduced. Limits are imposed by locking the account. ",None.,P0,N/A,Not Configured,Configured,NO,Modify,Administration >> Global Settings >> User Access >> Password Policy >> Account Lockout,N/A,N/A
operations-9.certificates-validation,IAC-10.2,VCFA-9X-000262,4.2.1,Operations,9.0.0,Base,VCF Operations must activate certificate validation.,"A certificate's certification path is the path from the end entity certificate to a trusted root certification authority (CA). Certification path validation is necessary for a relying party to make an informed decision regarding acceptance of an end entity certificate. 

Certification path validation includes checks such as certificate issuer trust, time validity, and revocation status for each certificate in the certification path. Revocation status information for CA and subject certificates in a certification path is commonly provided via certificate revocation lists (CRLs) or online certificate status protocol (OCSP) responses.",None.,P0,N/A,Not Configured,Configured,NO,Modify,"VCF Operations, go to Administration >> Global Settings >> System Settings",N/A,N/A
operations-9.concurrent-sessions,IAC-23,VCFA-9X-000001,2.2.6,Operations,9.0.0,Base,VCF Operations must limit the number of concurrent sessions.,Application management includes the ability to control the number of users and user sessions that use an application. Limiting the number of allowed users and sessions per user is helpful in limiting risks related to denial-of-service (DoS) attacks.,None.,P0,N/A,Not Configured,Configured,NO,Modify,Administration >> Global Settings >> User Access,N/A,N/A
operations-9.credential-ownership-enforcement,IAC-02.1,VCFA-9X-000350,8.2.2,Operations,9.0.0,Base,VCF Operations must enable credential ownership enforcement.,VCF Operations allows the creation of credentials for use with adapters when setting up integrations with other products. The credentials for these integrations are sensitive and should not be accessible except to those who created them.,None.,P0,N/A,Not Configured,Configured,NO,Modify,"VCF Operations, go to Administration >> Global Settings >> System Settings",N/A,N/A
operations-9.fips,"CRY-01
CRY-09.1
TDA-02.2",VCFA-9X-000352,"2.2.7
8.3.2",Operations,9.0.0,Base,VCF Operations must enable FIPS-validated cryptography.,"FIPS mode enforces validated cryptographic modules across all components, eliminating non-compliant algorithms and helping to ensure cryptographic integrity and deterministic random number generation to meet compliance requirements.",Certain cipher suites will become unavailable and may impact interoperability.,P0,N/A,Not Configured,Configured,NO,Modify,"VCF Operations, go to Administration >> Control Panel >> Cluster Management",N/A,N/A
operations-9.firewall-hardening,"NET-03
NET-04.1",VCFA-9X-000353,"1.4.1
1.4.2",Operations,9.0.0,Base,VCF Operations must enable firewall hardening.,"In a VCF Operations cluster there are some network ports which are using only for inter-node communication, however these ports accepts incoming connections from any source. In order to secure these ports the firewall hardening option should be enabled which restricts access to these ports to only members of the Operations cluster.",None.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
operations-9.log-forwarding-fips,"CRY-01
CRY-09.1
TDA-02.2",VCFA-9X-000178,"2.2.7
8.3.2",Operations,9.0.0,Base,Component must forward system and audit logs securely to a remote log collection point.,"FIPS mode enforces validated cryptographic modules across all components, eliminating non-compliant algorithms and helping to ensure cryptographic integrity and deterministic random number generation to meet compliance requirements.",Certain cipher suites will become unavailable and may impact interoperability.,P0,N/A,Not Configured,Configured,NO,Modify,Configuration >> General,N/A,N/A
operations-9.login-message,SEA-18,VCFA-9X-000347,2.2.6,Operations,9.0.0,Base,The component must display a message prior to user login.,"While not a direct security control, a login message or banner is  used to inform authorized users of their responsibilities and conditions for system use, as well as to enable disciplinary action and/or prosecution of unauthorized behavior.",None.,P1,N/A,Not Configured,Configured,NO,Modify,"VCF Operations, go to Administration >> Global Settings >> User Access >> Login Message",N/A,N/A
operations-9.password-complexity,IAC-10.1,VCFA-9X-000346,"8.3.1
8.3.6",Operations,9.0.0,Base,VCF Operations must enforce password complexity requirements.,"Use of a complex password helps to increase the time and resources required to compromise the password. Password complexity, or strength, is a measure of the effectiveness of a password in resisting attempts at guessing and brute-force attacks. 

Password complexity is one factor of several that determine how long it takes to crack a password. The more complex the password is, the greater the number of possible combinations that need to be tested before the password is compromised.",None.,P0,N/A,Not Configured,Configured,NO,Modify,"VCF Operations, go to Administration >> Global Settings >> User Access >> Password Policy",N/A,N/A
operations-9.service-resilience,"BCD-11.7
BCD-12.2
BCD-10",N/A,2.2.6,Operations,9.0.0,Base,"When configured with multiple nodes, DRS anti-affinity rules must be configured for this service.","When multiple service nodes/appliances are configured for a service to enable high availability and/or service redundancy it is beneficial to configure DRS anti-affinity rules to separate those nodes/appliances on different ESX hosts, protecting against a variety of failures.

It is recommended to use DRS anti-affinity ""should"" rules (versus ""must"") to allow DRS and Lifecycle Manager to move virtual machines as necessary during patching or HA events.",None.,"P0
Upon Feature Enablement",N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
operations-9.session-timeout,IAC-25,VCFA-9X-000349,8.2.8,Operations,9.0.0,Base,VMware Cloud Foundation components must enforce a session timeout after a specified period of inactivity.,"This practice helps mitigate potential security risks by ensuring that unattended sessions, which could be exploited by unauthorized users or malicious software, are not left open indefinitely.",None.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
operations-9.unsigned-pak,"CHG-04.2
TDA-14.1
TDA-01.2",VCFA-9X-000292,6.5.1,Operations,9.0.0,Base,VCF Operations must disable unsigned management pack installation.,"Software and firmware components prevented from installation unless signed with recognized and approved certificates include software and firmware version updates, patches, service packs, device drivers, and basic input/output system updates.

This option permits the installation of PAK files without signature verification. Enabling it may pose security risks, as unsigned files could contain untrusted content.",None.,P0,N/A,Not Configured,Configured,NO,Modify,Administrator Settings >> Security Settings,N/A,N/A
sddc-9.api-admin,"IAC-21
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 ",VCFA-9X-000356,8.2.1,SDDC Manager,9.0.0,Base,VMware Cloud Foundation SDDC Manager must configure the API admin account.,A local account is used to access VMware Cloud Foundation APIs when the management vCenter Server is down. If you upgraded from a previous release or didn't configure the account when deploying using the API this accounts password is unset. If left unset this would make managing and accessing the environment in some scenarios difficult to recover from and should be set.,None.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
vcenter-9.account-alert,"IAC-10
IAC-10.1
IAC-10.4
IAC-10.8
IAC-18
IAC-22
END-06.3
IAC-15.4
IAO-01",VCFA-9X-000117,8.2.1,vCenter,9.0.0,Base,The VMware Cloud Foundation vCenter Server must notify system administrators when Single Sign-On (SSO) account actions occur.,"Once an attacker establishes initial access to a system, they often attempt to create a persistent method of reestablishing access. One way to accomplish this is for the attacker to create a new account. They may also try to hijack an existing account by changing a password or enabling a previously disabled account. Therefore, all actions performed on accounts in the SSO domain much be alerted on in vCenter at a minimum and ideally on a Security Information and Event Management (SIEM) system as well.

To ensure the appropriate personnel are alerted about SSO account actions, create a new vCenter alarm for the ""com.vmware.sso.PrincipalManagement"" event ID and configure the alert mechanisms appropriately.",None.,P0,N/A,Not Configured,Configured,NO,Modify,vCenter Server >> Configure >> Alarm Definitions,N/A,N/A
vcenter-9.account-lockout-duration,"IAC-22
IAC-10",VCFA-9X-000139,8.3.4,vCenter,9.0.0,Base,The vCenter Server must unlock accounts after a specified timeout period.,Repeated failed logins may suggest security threats. Due to the importance of vCenter Server accounts should not automatically unlock when they have been locked due to multiple login failures. Ensure that you have your administrator@vsphere.local information and that it is valid.,There is the opportunity for denial-of-service when accounts do not automatically unlock.,P0,Unlock time,300,0,NO,Modify,vCenter Server SSO Configuration,Get-SsoLockoutPolicy | Select AutoUnlockIntervalSec,Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -AutoUnlockIntervalSec 0
vcenter-9.account-lockout-max-attempts,"IAC-22
IAC-10",VCFA-9X-000017,8.3.4,vCenter,9.0.0,Base,The vCenter Server must lock an account after a specified number of failed login attempts.,"Repeated failed logins for an account may signal security issues. To limit brute force attempts, lock the account after a certain threshold, balancing between avoiding automatic connection retries and potential denial-of-service attacks.",None.,P2,Maximum number of failed login attempts,5,5,YES,Audit,vCenter Server SSO Configuration,Get-SsoLockoutPolicy | Select MaxFailedAttempts,Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -MaxFailedAttempts 5
vcenter-9.account-lockout-reset,"IAC-22
IAC-10",VCFA-9X-000017,8.3.4,vCenter,9.0.0,Base,The vCenter Server must set the interval for counting failed login attempts to at least 15 minutes.,"By limiting the number of failed login attempts, the risk of unauthorized access via user password guessing, otherwise known as brute-forcing, is reduced.",None.,P0,Time interval between failures,180,900,NO,Modify,vCenter Server SSO Configuration,Get-SsoLockoutPolicy | Select FailedAttemptIntervalSec,Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -FailedAttemptIntervalSec 900
vcenter-9.administration-client-plugins,"CFG-03
CFG-03.1
NET-03
TPM-03
SEA-03",VCFA-9X-000051,2.2.4,vCenter,9.0.0,Base,Reduce or eliminate third-party vCenter Server plugins.,"Installation of plugins and other third-party cross-connections between systems erodes boundaries between different infrastructure systems, offering opportunities for attackers who have compromised one system to move laterally to another.  Tight coupling of other systems to vSphere often create impediments to timely patching and upgrades. Consider any third-party plugins or addons to vSphere components carefully and ensure that there is significant value added by them, versus using individual management consoles, to offset the risks they create.",None.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
vcenter-9.administration-sso-groups,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFA-9X-000338,7.2.2,vCenter,9.0.0,Base,The vCenter Server must separate authentication and authorization for administrators.,"Combining authentication and authorization, as done in services like Active Directory, risks infrastructure breaches if compromised. Hence, vCenter Server should segregate these for administrators. Consider local SSO groups for authorization to better manage risk where feasible.",Provisioning vCenter Server access will require interaction with vCenter Server SSO. Automation is possible with PowerCLI.,P0,N/A,Not Configured,Not Configured,NO,Modify,vCenter Server SSO Configuration,N/A (No public API available),N/A (No public API available)
vcenter-9.bashshelladministrators,"IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-16
IAC-21
IAC-05.2
IAC-21.2
CFG-03",VCFA-9X-000333,7.2.2,vCenter,9.0.0,Base,"The VMware Cloud Foundation vCenter Server must limit membership to the ""SystemConfiguration.BashShellAdministrators"" Single Sign-On (SSO) group.","vCenter SSO integrates with PAM in the underlying Photon operating system so members of the ""SystemConfiguration.BashShellAdministrators"" SSO group can log on to the operating system without needing a separate account. However, even though unique SSO users log on, they are transparently using a group account named ""sso-user"" as far as Photon auditing is concerned. While the audit trail can still be traced back to the individual SSO user, it is a more involved process.

To force accountability and nonrepudiation, the SSO group ""SystemConfiguration.BashShellAdministrators"" must be severely restricted.",None.,P0,N/A,Not Configured,Configured,NO,Modify,Administration >> Single Sign On >> Users and Groups >> Groups,N/A,N/A
vcenter-9.content-library-authentication,"IAC-20.1
AST-02.3",VCFA-9X-000336,7.2.2,vCenter,9.0.0,Content Library,The vCenter server must require authentication for published content libraries.,"In the vSphere Client, you can create a local or a subscribed content library. By using content libraries, you can store and manage content in one vCenter Server instance. Alternatively, you can distribute content across vCenter Server instances to increase consistency and facilitate the deployment workloads at scale. When publishing a content library it can be protected by requiring authentication for subscribers.",None.,"P0 
Upon Feature Enablement",Enable user authentication for access to this content library,Not Configured,Configured,NO,Modify if Feature in Use,Content Library Settings,0,N/A
vcenter-9.content-library-ovf,"CHG-04.2
TDA-14.1",VCFA-9X-000337,2.2.6,vCenter,9.0.0,Content Library,The vCenter server must enable the OVF security policy for content libraries.,"In the vSphere Client, you can create a local or a subscribed content library. By using content libraries, you can store and manage content in one vCenter Server instance. Alternatively, you can distribute content across vCenter Server instances to increase consistency and facilitate the deployment workloads at scale. You can protect the OVF items by applying default OVF security policy to a content library. The OVF security policy enforces strict validation on OVF items when you deploy or update the item, import items, or synchronize OVF and OVA templates. To make sure that the OVF and OVA templates are signed by a trusted certificate, you can add the OVF signing certificate from a trusted CA. ",None.,"P0 
Upon Feature Enablement",Apply Security Policy,Not Configured,Configured,NO,Modify if Feature in Use,Content Library Settings,0,N/A
vcenter-9.disable-accounts,"CFG-03
",VCFA-9X-000270,2.2.4,vCenter,9.0.0,Base,VMware vCenter must have unnecessary or unused user accounts disabled or removed.,"Disabling expired, inactive, unused, or otherwise anomalous accounts supports the concepts of least privilege and least functionality which reduce the attack surface of the system.

VMware vCenter has ""K/M"" and ""krbtgt"" accounts that, if IWA is not in use, can be disabled.

This control does NOT apply to internal product appliance accounts (Linux user accounts often found in /etc/passwd). Those accounts are part of the product distribution and used for process isolation within the product. Those accounts are already disabled by having their shell set to /bin/nologin, /bin/false, or having ""!!"" in the passwd field. Removal or alteration of appliance internal accounts is unsupported and will cause operational issues, often later with upgrades and patching.",None.,P0,N/A,"K/M
krbtgt/*
Administrator",Administrator,NO,Modify,Administration >> Single Sign On >> Users and Groups >> Users.,N/A,N/A
vcenter-9.drs,CAP-01,N/A,2.2.6,vCenter,9.0.0,Base,VMware vCenter must enable the Distributed Resource Scheduler for resilience and to enable automated patching.,"DRS enables VCF to automatically rebalance workloads on ESX hosts, both during normal operations and when there are extenuating circumstances such as patching, HA restarts, and maintenance operations.",None.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
vcenter-9.etc-issue,SEA-18,N/A,2.2.6,vCenter,9.0.0,Base,Configure the vCenter Server login banner text for access via SSH.,"vCenter Server allows a login message, which deters intruders and communicates obligations to authorized users. This configuration establishes the text displayed when a client connects via SSH. The default text leaks information to attackers about system configuration and should be changed.",None.,P1,etc.issue,"""VMware vCenter Server 8.0.2.00000Type: vCenter Server with an embedded Platform Services Controller""","Consult your organization's legal advisors for text that is applicable to your environment.

An example is: ""Authorized users only. Actual or attempted unauthorized use of this system is prohibited and may result in criminal, civil, security, or administrative proceedings and/or penalties. Use of this information system indicates consent to monitoring and recording, without notice or permission. Users have no expectation of privacy in any use of this system. Any information stored on, or transiting this system, or obtained by monitoring and/or recording, may be disclosed to law enforcement and/or used in accordance with Federal law, State statute, and organization policy. If you are not an authorized user of this system, exit the system at this time.""",NO,Modify,vCenter Server Advanced Settings,Get-AdvancedSetting -Entity $VC -Name etc.issue,"Get-AdvancedSetting -Entity $VC -Name etc.issue | Set-AdvancedSetting -Value ""****************************************************************************`n* Authorized users only. Actual or attempted unauthorized use of this      *`n* system is prohibited and may result in criminal, civil, security, or     *`n* administrative proceedings and/or penalties. Use of this information     *`n* system indicates consent to monitoring and recording, without notice     *`n* or permission. Users have no expectation of privacy. Any information     *`n* stored on or transiting this system, or obtained by monitoring and/or    *`n* recording, may be disclosed to law enforcement and/or used in accordance *`n* with Federal law, State statute, and organization policy. If you are not *`n* an authorized user of this system, exit the system at this time.         *`n****************************************************************************`n"""
vcenter-9.events-database-retention,"MON-01.8
MON-03
MON-03.1
MON-04
MON-02.7",VCFA-9X-000334,10.5.1,vCenter,9.0.0,Base,The vCenter server must have task and event retention set to an apppropriate interval.,"vCenter Server retains task and event data, which ages out to save storage space. The age is configurable. This only impacts local storage of event data on the vCenter Server Appliance.",None.,P2,Task Retention,30,30,YES,Audit,vCenter Server Database Settings,N/A (No public API available),N/A (No public API available)
vcenter-9.events-remote-logging,"MON-01.8
MON-03
MON-03.1
MON-04
MON-02.7",VCFA-9X-000329,"10.2.1
10.3.3",vCenter,9.0.0,Base,Enable remote logging of vCenter Server events.,Remote logging to a central host enhances vCenter Server's security by storing logs securely. It simplifies monitoring across hosts and supports aggregate analysis for detecting coordinated attacks. Centralized logging prevents tampering and serves as a reliable long-term audit record.,None.,P2,vpxd.event.syslog.enabled,true,true,YES,Audit,vCenter Server Advanced Settings,Get-AdvancedSetting -Entity $VC -Name vpxd.event.syslog.enabled,Get-AdvancedSetting -Entity $VC -Name vpxd.event.syslog.enabled | Set-AdvancedSetting -Value true
